cep	status	bairro_sugerido	bairro_principal	clientes_total	clientes_alterar	clientes_provaveis	clientes_excecao	confianca	alteraveis	provaveis	excecoes	todas_variacoes
74555559	BLOQUEADO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	11	5	0	6	45.45	ALBINO BOAVENTURA (5)		RESIDENCIAL SENADOR ALBINO BOAVENTURA (3) [50.0%] | Residencial Senador Albino Boaventura (2) [50.0%] | RESIDENCIAL ALBINO BOAVENTURA (1) [66.67%]	ALBINO BOAVENTURA (5) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (3) | Residencial Senador Albino Boaventura (2) | RESIDENCIAL ALBINO BOAVENTURA (1)
74555560	SEGURO	RESIDENCIAL SENADOR ALBINO BOAVENTURA	RESIDENCIAL SENADOR ALBINO BOAVENTURA	1	1	0	0	100.0	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)			RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)
74555561	BLOQUEADO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	2	1	0	1	50.0	ALBINO BOAVENTURA (1)		SETOR MARABÁ (1) [11.76%]	ALBINO BOAVENTURA (1) | SETOR MARABÁ (1)
74555562	SEGURO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	2	2	0	0	100.0	ALBINO BOAVENTURA (2)			ALBINO BOAVENTURA (2)
74555598	SEGURO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	1	1	0	0	100.0	ALBINO BOAVENTURA (1)			ALBINO BOAVENTURA (1)
74558023	SEGURO	PERIM	PERIM	1	1	0	0	100.0	PERIM (1)			PERIM (1)
74564524	SEGURO	MARABA	SETOR MARABÁ	1	1	0	0	100.0	SETOR MARABÁ (1)			SETOR MARABÁ (1)
74565006	SEGURO	PANORAMA PARQUE	PANORAMA PARQUE	1	1	0	0	100.0	PANORAMA PARQUE (1)			PANORAMA PARQUE (1)
74573160	SEGURO	SEVENE	SETOR SEVENE	2	2	0	0	100.0	SETOR SEVENE (2)			SETOR SEVENE (2)
74573170	SEGURO	SEVENE	Setor Sevene	1	1	0	0	100.0	Setor Sevene (1)			Setor Sevene (1)
74573180	SEGURO	CANDIDA DE MORAES	SETOR CANDIDA DE MORAES	1	1	0	0	100.0	SETOR CANDIDA DE MORAES (1)			SETOR CANDIDA DE MORAES (1)
74573370	REVISAR	SEVENE	SETOR SEVENE	4	3	0	1	75.0	SETOR SEVENE (3)		RESIDENCIAL HUGO DE MORAES (1) [15.38%]	SETOR SEVENE (3) | RESIDENCIAL HUGO DE MORAES (1)
74573381	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	1	1	0	0	100.0	RESIDENCIAL HUGO DE MORAES (1)			RESIDENCIAL HUGO DE MORAES (1)
74573386	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	1	1	0	0	100.0	RESIDENCIAL HUGO DE MORAES (1)			RESIDENCIAL HUGO DE MORAES (1)
74573387	BLOQUEADO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	3	2	0	1	66.67	RESIDENCIAL HUGO DE MORAES (2)		HUGO DE MORAIS (1) [50.0%]	RESIDENCIAL HUGO DE MORAES (2) | HUGO DE MORAIS (1)
74573388	BLOQUEADO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	3	2	0	1	66.67	RESIDENCIAL HUGO DE MORAES (2)		HUGO MORAES (1) [50.0%]	RESIDENCIAL HUGO DE MORAES (2) | HUGO MORAES (1)
74573389	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	2	2	0	0	50.0	RESIDENCIAL HUGO DE MORAES (1) | Residencial Hugo de Moraes (1)			RESIDENCIAL HUGO DE MORAES (1) | Residencial Hugo de Moraes (1)
74573390	SEGURO	SEVENE	SETOR SEVENE	2	2	0	0	100.0	SETOR SEVENE (2)			SETOR SEVENE (2)
74573391	BLOQUEADO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	3	2	1	0	66.67	RESIDENCIAL HUGO DE MORAES (2)	RESIDENCIAL HUGO DE MORAIS (1) [96.15%]		RESIDENCIAL HUGO DE MORAES (2) | RESIDENCIAL HUGO DE MORAIS (1)
74573392	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	1	1	0	0	100.0	RESIDENCIAL HUGO DE MORAES (1)			RESIDENCIAL HUGO DE MORAES (1)
74573393	BLOQUEADO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	3	2	0	1	66.67	RESIDENCIAL HUGO DE MORAES (2)		HUGO MORAES (1) [50.0%]	RESIDENCIAL HUGO DE MORAES (2) | HUGO MORAES (1)
74573394	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	1	1	0	0	100.0	RESIDENCIAL HUGO DE MORAES (1)			RESIDENCIAL HUGO DE MORAES (1)
74573397	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	2	2	0	0	100.0	RESIDENCIAL HUGO DE MORAES (2)			RESIDENCIAL HUGO DE MORAES (2)
74573398	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	5	5	0	0	100.0	RESIDENCIAL HUGO DE MORAES (5)			RESIDENCIAL HUGO DE MORAES (5)
74573401	SEGURO	HUGO DE MORAES	HUGO DE MORAES	1	1	0	0	100.0	HUGO DE MORAES (1)			HUGO DE MORAES (1)
74573402	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	5	5	0	0	80.0	RESIDENCIAL HUGO DE MORAES (4) | Residencial Hugo de Moraes (1)			RESIDENCIAL HUGO DE MORAES (4) | Residencial Hugo de Moraes (1)
74573403	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	2	2	0	0	50.0	RESIDENCIAL HUGO DE MORAES (1) | Residencial Hugo de Moraes (1)			RESIDENCIAL HUGO DE MORAES (1) | Residencial Hugo de Moraes (1)
74573424	SEGURO	RESIDENCIAL GUAREMA	RESIDENCIAL GUAREMA	1	1	0	0	100.0	RESIDENCIAL GUAREMA (1)			RESIDENCIAL GUAREMA (1)
74573426	BLOQUEADO	RESIDENCIA GUAREMA	RESIDENCIA GUAREMA	2	1	1	0	50.0	RESIDENCIA GUAREMA (1)	RESIDENCIAL GUAREMA (1) [94.74%]		RESIDENCIA GUAREMA (1) | RESIDENCIAL GUAREMA (1)
74575390	SEGURO	GENTIL MEIRELES	SETOR GENTIL MEIRELES	1	1	0	0	100.0	SETOR GENTIL MEIRELES (1)			SETOR GENTIL MEIRELES (1)
74580000	SEGURO	PERIM	SETOR PERIM	1	1	0	0	100.0	SETOR PERIM (1)			SETOR PERIM (1)
74580080	SEGURO	CRISTINA	VILA CRISTINA	1	1	0	0	100.0	VILA CRISTINA (1)			VILA CRISTINA (1)
74580150	SEGURO	PERIM	SETOR PERIM	3	3	0	0	100.0	SETOR PERIM (3)			SETOR PERIM (3)
74580190	SEGURO	PERIM	SETOR PERIM	7	7	0	0	100.0	SETOR PERIM (7)			SETOR PERIM (7)
74580200	SEGURO	PERIM	Setor Perim	1	1	0	0	100.0	Setor Perim (1)			Setor Perim (1)
74580230	SEGURO	PERIM	SETOR PERIM	3	3	0	0	66.67	SETOR PERIM (2) | Setor Perim (1)			SETOR PERIM (2) | Setor Perim (1)
74580260	SEGURO	PERIM	SETOR PERIM	2	2	0	0	100.0	SETOR PERIM (2)			SETOR PERIM (2)
74580270	REVISAR	PERIM	SETOR PERIM	4	3	0	1	75.0	SETOR PERIM (3)		SETOR PROGRESSO (1) [22.22%]	SETOR PERIM (3) | SETOR PROGRESSO (1)
74580280	SEGURO	PERIM	SETOR PERIM	2	2	0	0	50.0	SETOR PERIM (1) | Setor Perim (1)			SETOR PERIM (1) | Setor Perim (1)
74580290	SEGURO	PERIM	SETOR PERIM	3	3	0	0	100.0	SETOR PERIM (3)			SETOR PERIM (3)
74580300	SEGURO	PERIM	SETOR PERIM	2	2	0	0	50.0	SETOR PERIM (1) | Setor Perim (1)			SETOR PERIM (1) | Setor Perim (1)
74580330	SEGURO	PERIM	SETOR PERIM	2	2	0	0	100.0	SETOR PERIM (2)			SETOR PERIM (2)
74580340	SEGURO	PERIM	SETOR PERIM	5	5	0	0	100.0	SETOR PERIM (5)			SETOR PERIM (5)
74580350	SEGURO	PERIM	SETOR PERIM	9	9	0	0	77.78	SETOR PERIM (7) | Setor Perim (2)			SETOR PERIM (7) | Setor Perim (2)
74580360	SEGURO	PERIM	SETOR PERIM	6	6	0	0	66.67	SETOR PERIM (4) | PERIM (1) | Setor Perim (1)			SETOR PERIM (4) | PERIM (1) | Setor Perim (1)
74580370	SEGURO	PERIM	SETOR PERIM	6	6	0	0	66.67	SETOR PERIM (4) | Setor Perim (2)			SETOR PERIM (4) | Setor Perim (2)
74580380	SEGURO	PERIM	SETOR PERIM	3	3	0	0	66.67	SETOR PERIM (2) | PERIM (1)			SETOR PERIM (2) | PERIM (1)
74580390	SEGURO	PERIM	SETOR PERIM	6	6	0	0	100.0	SETOR PERIM (6)			SETOR PERIM (6)
74580400	SEGURO	PERIM	SETOR PERIM	3	3	0	0	66.67	SETOR PERIM (2) | Setor Perim (1)			SETOR PERIM (2) | Setor Perim (1)
74580440	SEGURO	CLEMENTE	VILA CLEMENTE	1	1	0	0	100.0	VILA CLEMENTE (1)			VILA CLEMENTE (1)
74580445	SEGURO	SAO JOSE	VILA SÃO JOSE	1	1	0	0	100.0	VILA SÃO JOSE (1)			VILA SÃO JOSE (1)
74580455	SEGURO	CLEMENTE	VILA CLEMENTE	2	2	0	0	100.0	VILA CLEMENTE (2)			VILA CLEMENTE (2)
74580460	SEGURO	CLEMENTE	VILA CLEMENTE	1	1	0	0	100.0	VILA CLEMENTE (1)			VILA CLEMENTE (1)
74580490	SEGURO	CLEMENTE	VILA CLEMENTE	3	3	0	0	100.0	VILA CLEMENTE (3)			VILA CLEMENTE (3)
74580500	SEGURO	PROGRESSO	Setor Progresso	3	3	0	0	66.67	Setor Progresso (2) | SETOR PROGRESSO (1)			Setor Progresso (2) | SETOR PROGRESSO (1)
74580505	SEGURO	CLEMENTE	VILA CLEMENTE	1	1	0	0	100.0	VILA CLEMENTE (1)			VILA CLEMENTE (1)
74580510	SEGURO	PROGRESSO	SETOR PROGRESSO	3	3	0	0	66.67	SETOR PROGRESSO (2) | Setor Progresso (1)			SETOR PROGRESSO (2) | Setor Progresso (1)
74580520	SEGURO	PROGRESSO	SETOR PROGRESSO	4	4	0	0	75.0	SETOR PROGRESSO (3) | Setor Progresso (1)			SETOR PROGRESSO (3) | Setor Progresso (1)
74580530	SEGURO	PROGRESSO	SETOR PROGRESSO	1	1	0	0	100.0	SETOR PROGRESSO (1)			SETOR PROGRESSO (1)
74580535	SEGURO	PROGRESSO	SETOR PROGRESSO	5	5	0	0	80.0	SETOR PROGRESSO (4) | Setor Progresso (1)			SETOR PROGRESSO (4) | Setor Progresso (1)
74580540	SEGURO	PROGRESSO	SETOR PROGRESSO	4	4	0	0	100.0	SETOR PROGRESSO (4)			SETOR PROGRESSO (4)
74580550	SEGURO	PROGRESSO	SETOR PROGRESSO	3	3	0	0	100.0	SETOR PROGRESSO (3)			SETOR PROGRESSO (3)
74580560	SEGURO	PROGRESSO	SETOR PROGRESSO	3	3	0	0	100.0	SETOR PROGRESSO (3)			SETOR PROGRESSO (3)
74580570	SEGURO	PROGRESSO	SETOR PROGRESSO	7	7	0	0	100.0	SETOR PROGRESSO (7)			SETOR PROGRESSO (7)
74580580	SEGURO	PROGRESSO	SETOR PROGRESSO	2	2	0	0	50.0	SETOR PROGRESSO (1) | Setor Progresso (1)			SETOR PROGRESSO (1) | Setor Progresso (1)
74580590	SEGURO	PERIM	SETOR PERIM	1	1	0	0	100.0	SETOR PERIM (1)			SETOR PERIM (1)
74580600	SEGURO	PROGRESSO	SETOR PROGRESSO	5	5	0	0	80.0	SETOR PROGRESSO (4) | Setor Progresso (1)			SETOR PROGRESSO (4) | Setor Progresso (1)
74580610	SEGURO	PROGRESSO	SETOR PROGRESSO	4	4	0	0	100.0	SETOR PROGRESSO (4)			SETOR PROGRESSO (4)
74580620	SEGURO	PROGRESSO	SETOR PROGRESSO	1	1	0	0	100.0	SETOR PROGRESSO (1)			SETOR PROGRESSO (1)
74580650	SEGURO	PROGRESSO	SETOR PROGRESSO	1	1	0	0	100.0	SETOR PROGRESSO (1)			SETOR PROGRESSO (1)
74580660	SEGURO	PROGRESSO	SETOR PROGRESSO	8	8	0	0	87.5	SETOR PROGRESSO (7) | Setor Progresso (1)			SETOR PROGRESSO (7) | Setor Progresso (1)
74580690	SEGURO	PROGRESSO	SETOR PROGRESSO	3	3	0	0	100.0	SETOR PROGRESSO (3)			SETOR PROGRESSO (3)
74580710	SEGURO	PROGRESSO	SETOR PROGRESSO	4	4	0	0	75.0	SETOR PROGRESSO (3) | Setor Progresso (1)			SETOR PROGRESSO (3) | Setor Progresso (1)
74580740	SEGURO	PROGRESSO	SETOR PROGRESSO	5	5	0	0	60.0	SETOR PROGRESSO (3) | Setor Progresso (2)			SETOR PROGRESSO (3) | Setor Progresso (2)
74580760	SEGURO	RESIDENCIAL ITAMARACA	RESIDENCIAL ITAMARACA	2	2	0	0	50.0	RESIDENCIAL ITAMARACA (1) | RESIDENCIAL ITAMARACÁ (1)			RESIDENCIAL ITAMARACA (1) | RESIDENCIAL ITAMARACÁ (1)
74580761	SEGURO	RESIDENCIAL ITAMARACA	Residencial Itamaracá	1	1	0	0	100.0	Residencial Itamaracá (1)			Residencial Itamaracá (1)
74580765	SEGURO	RESIDENCIAL ITAMARACA	Residencial Itamaracá	3	3	0	0	66.67	Residencial Itamaracá (2) | RESIDENCIAL ITAMARACÁ (1)			Residencial Itamaracá (2) | RESIDENCIAL ITAMARACÁ (1)
74580766	SEGURO	RESIDENCIAL ITAMARACA	Residencial Itamaracá	1	1	0	0	100.0	Residencial Itamaracá (1)			Residencial Itamaracá (1)
74580790	SEGURO	RESIDENCIAL ITAMARACA	RESIDENCIAL ITAMARACÁ	1	1	0	0	100.0	RESIDENCIAL ITAMARACÁ (1)			RESIDENCIAL ITAMARACÁ (1)
74580795	SEGURO	RESIDENCIAL ITAMARACA	Residencial Itamaracá	1	1	0	0	100.0	Residencial Itamaracá (1)			Residencial Itamaracá (1)
74580800	SEGURO	PERIM	SETOR PERIM	3	3	0	0	66.67	SETOR PERIM (2) | PERIM (1)			SETOR PERIM (2) | PERIM (1)
74580805	SEGURO	RESIDENCIAL ITAMARACA	RESIDENCIAL ITAMARACÁ	1	1	0	0	100.0	RESIDENCIAL ITAMARACÁ (1)			RESIDENCIAL ITAMARACÁ (1)
74580810	SEGURO	RESIDENCIAL ITAMARACA	RESIDENCIAL ITAMARACÁ	2	2	0	0	100.0	RESIDENCIAL ITAMARACÁ (2)			RESIDENCIAL ITAMARACÁ (2)
74580815	SEGURO	RESIDENCIAL ITAMARACA	RESIDENCIAL ITAMARACÁ	7	7	0	0	57.14	RESIDENCIAL ITAMARACÁ (4) | RESIDENCIAL ITAMARACA (2) | Residencial Itamaracá (1)			RESIDENCIAL ITAMARACÁ (4) | RESIDENCIAL ITAMARACA (2) | Residencial Itamaracá (1)
74580825	SEGURO	RESIDENCIAL ITAMARACA	RESIDENCIAL ITAMARACÁ	2	2	0	0	50.0	RESIDENCIAL ITAMARACÁ (1) | RESIDENCIAL ITAMARACA (1)			RESIDENCIAL ITAMARACÁ (1) | RESIDENCIAL ITAMARACA (1)
74580830	SEGURO	RESIDENCIAL ITAMARACA	Residencial Itamaracá	5	5	0	0	60.0	Residencial Itamaracá (3) | RESIDENCIAL ITAMARACÁ (2)			Residencial Itamaracá (3) | RESIDENCIAL ITAMARACÁ (2)
74580860	BLOQUEADO	PERIM	SETOR PERIM	5	3	0	2	60.0	SETOR PERIM (3)		SETOR PERIM CONTINUAÇÃO (2) [50.0%]	SETOR PERIM (3) | SETOR PERIM CONTINUAÇÃO (2)
74583000	SEGURO	RESIDENCIAL SENADOR ALBINO BOAVENTURA	RESIDENCIAL SENADOR ALBINO BOAVENTURA	1	1	0	0	100.0	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)			RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)
74583030	SEGURO	MARIA DILCE	Vila Maria Dilce	1	1	0	0	100.0	Vila Maria Dilce (1)			Vila Maria Dilce (1)
74583050	SEGURO	MARIA DILCE	VILA MARIA DILCE	9	9	0	0	55.56	VILA MARIA DILCE (5) | Vila Maria Dilce (4)			VILA MARIA DILCE (5) | Vila Maria Dilce (4)
74583055	BLOQUEADO	MARIA DILCE	VILA MARIA DILCE	3	2	0	1	66.67	VILA MARIA DILCE (2)		VILA CRISTINA (1) [27.27%]	VILA MARIA DILCE (2) | VILA CRISTINA (1)
74583060	SEGURO	MARIA DILCE	VILA MARIA DILCE	6	6	0	0	100.0	VILA MARIA DILCE (6)			VILA MARIA DILCE (6)
74583065	SEGURO	MARIA DILCE	Vila Maria Dilce	1	1	0	0	100.0	Vila Maria Dilce (1)			Vila Maria Dilce (1)
74583070	BLOQUEADO	MARIA DILCE	MARIA DILCE	3	2	0	1	33.33	MARIA DILCE (1) | Vila Maria Dilce (1)		VILA CRISTINA (1) [27.27%]	MARIA DILCE (1) | VILA CRISTINA (1) | Vila Maria Dilce (1)
74583100	SEGURO	MARIA DILCE	VILA MARIA DILCE	17	17	0	0	70.59	VILA MARIA DILCE (12) | Vila Maria Dilce (4) | MARIA DILCE (1)			VILA MARIA DILCE (12) | Vila Maria Dilce (4) | MARIA DILCE (1)
74583110	SEGURO	MARIA DILCE	VILA MARIA DILCE	3	3	0	0	100.0	VILA MARIA DILCE (3)			VILA MARIA DILCE (3)
74583115	SEGURO	MARIA DILCE	VILA MARIA DILCE	2	2	0	0	50.0	VILA MARIA DILCE (1) | Vila Maria Dilce (1)			VILA MARIA DILCE (1) | Vila Maria Dilce (1)
74583130	SEGURO	MARIA DILCE	VILA MARIA DILCE	1	1	0	0	100.0	VILA MARIA DILCE (1)			VILA MARIA DILCE (1)
74583135	SEGURO	PROGRESSO	SETOR PROGRESSO	1	1	0	0	100.0	SETOR PROGRESSO (1)			SETOR PROGRESSO (1)
74583220	SEGURO	JOAO VAZ	VILA JOÃO VAZ	1	1	0	0	100.0	VILA JOÃO VAZ (1)			VILA JOÃO VAZ (1)
74583264	SEGURO	SANTA CECILIA	JARDIM SANTA CECÍLIA	1	1	0	0	100.0	JARDIM SANTA CECÍLIA (1)			JARDIM SANTA CECÍLIA (1)
74583285	SEGURO	EMPRESARIAL	SETOR EMPRESARIAL	1	1	0	0	100.0	SETOR EMPRESARIAL (1)			SETOR EMPRESARIAL (1)
74583290	BLOQUEADO	MARABA	SETOR MARABÁ	3	2	0	1	33.33	SETOR MARABÁ (1) | SETOR MARABA (1)		SETOR NOROESTE (1) [12.5%]	SETOR MARABÁ (1) | SETOR MARABA (1) | SETOR NOROESTE (1)
74583298	SEGURO	RESIDENCIAL RECREIO PANORAMA	Residencial Recreio Panorama	1	1	0	0	100.0	Residencial Recreio Panorama (1)			Residencial Recreio Panorama (1)
74583350	SEGURO	EMPRESARIAL	SETOR EMPRESARIAL	7	7	0	0	100.0	SETOR EMPRESARIAL (7)			SETOR EMPRESARIAL (7)
74583360	SEGURO	EMPRESARIAL	SETOR EMPRESARIAL	1	1	0	0	100.0	SETOR EMPRESARIAL (1)			SETOR EMPRESARIAL (1)
74583650	SEGURO	EMPRESARIAL	SETOR EMPRESARIAL	1	1	0	0	100.0	SETOR EMPRESARIAL (1)			SETOR EMPRESARIAL (1)
74583700	SEGURO	GRAMADO	Jardim Gramado	4	4	0	0	50.0	Jardim Gramado (2) | JARDIM GRAMADO (2)			Jardim Gramado (2) | JARDIM GRAMADO (2)
74583705	SEGURO	GRAMADO	JARDIM GRAMADO	5	5	0	0	80.0	JARDIM GRAMADO (4) | Jardim Gramado (1)			JARDIM GRAMADO (4) | Jardim Gramado (1)
74583710	SEGURO	GRAMADO	JARDIM GRAMADO	2	2	0	0	100.0	JARDIM GRAMADO (2)			JARDIM GRAMADO (2)
74583715	BLOQUEADO	GRAMADO	JARDIM GRAMADO	11	9	0	2	72.73	JARDIM GRAMADO (8) | Jardim Gramado (1)		VILA CRISTINA (1) [12.5%] | VILA MARIA DILCE (1) [18.18%]	JARDIM GRAMADO (8) | Jardim Gramado (1) | VILA CRISTINA (1) | VILA MARIA DILCE (1)
74583720	SEGURO	GRAMADO	JARDIM GRAMADO	6	6	0	0	83.33	JARDIM GRAMADO (5) | Jardim Gramado (1)			JARDIM GRAMADO (5) | Jardim Gramado (1)
74583725	SEGURO	GRAMADO	JARDIM GRAMADO	7	7	0	0	100.0	JARDIM GRAMADO (7)			JARDIM GRAMADO (7)
74583730	SEGURO	GRAMADO	JARDIM  GRAMADO	1	1	0	0	100.0	JARDIM  GRAMADO (1)			JARDIM  GRAMADO (1)
74583735	SEGURO	GRAMADO	JARDIM GRAMADO	3	3	0	0	100.0	JARDIM GRAMADO (3)			JARDIM GRAMADO (3)
74583750	SEGURO	GRAMADO	JARDIM GRAMADO	1	1	0	0	100.0	JARDIM GRAMADO (1)			JARDIM GRAMADO (1)
74583760	SEGURO	GRAMADO	JARDIM GRAMADO	1	1	0	0	100.0	JARDIM GRAMADO (1)			JARDIM GRAMADO (1)
74583765	SEGURO	GRAMADO	JARDIM GRAMADO	1	1	0	0	100.0	JARDIM GRAMADO (1)			JARDIM GRAMADO (1)
74584000	SEGURO	CRISTINA	VILA CRISTINA	6	6	0	0	83.33	VILA CRISTINA (5) | Vila Cristina (1)			VILA CRISTINA (5) | Vila Cristina (1)
74584010	SEGURO	CRISTINA	VILA CRISTINA	2	2	0	0	100.0	VILA CRISTINA (2)			VILA CRISTINA (2)
74584030	SEGURO	CRISTINA	VILA CRISTINA	1	1	0	0	100.0	VILA CRISTINA (1)			VILA CRISTINA (1)
74584040	SEGURO	CRISTINA	VILA CRISTINA	1	1	0	0	100.0	VILA CRISTINA (1)			VILA CRISTINA (1)
74584060	BLOQUEADO	CRISTINA	VILA CRISTINA	3	2	0	1	66.67	VILA CRISTINA (2)		MARIA DILCE (1) [27.27%]	VILA CRISTINA (2) | MARIA DILCE (1)
74584090	SEGURO	CRISTINA	VILA CRISTINA	1	1	0	0	100.0	VILA CRISTINA (1)			VILA CRISTINA (1)
74584120	REVISAR	CRISTINA	VILA CRISTINA	6	5	0	1	83.33	VILA CRISTINA (5)		VILA MARIA DILCE (1) [27.27%]	VILA CRISTINA (5) | VILA MARIA DILCE (1)
74584230	BLOQUEADO	CRISTINA	VILA CRISTINA	6	4	0	2	66.67	VILA CRISTINA (4)		Vila Cristina Continuação (1) [50.0%] | VILA CRISTINA CONTINUAÇÃO (1) [50.0%]	VILA CRISTINA (4) | Vila Cristina Continuação (1) | VILA CRISTINA CONTINUAÇÃO (1)
74584235	SEGURO	CRISTINA	VILA CRISTINA	3	3	0	0	100.0	VILA CRISTINA (3)			VILA CRISTINA (3)
74584305	SEGURO	CRISTINA EXTENSAO	VILA CRISTINA EXTENSÃO	1	1	0	0	100.0	VILA CRISTINA EXTENSÃO (1)			VILA CRISTINA EXTENSÃO (1)
74584310	SEGURO	CRISTINA EXTENSAO	VILA CRISTINA EXTENSÃO	2	2	0	0	100.0	VILA CRISTINA EXTENSÃO (2)			VILA CRISTINA EXTENSÃO (2)
74590090	SEGURO	BALNEARIO MEIA PONTE	JARDIM BALNEÁRIO MEIA PONTE	1	1	0	0	100.0	JARDIM BALNEÁRIO MEIA PONTE (1)			JARDIM BALNEÁRIO MEIA PONTE (1)
74590360	SEGURO	BALNEARIO MEIA PONTE	JARDIM BALNEÁRIO MEIA PONTE	1	1	0	0	100.0	JARDIM BALNEÁRIO MEIA PONTE (1)			JARDIM BALNEÁRIO MEIA PONTE (1)
74590540	SEGURO	BALNEARIO MEIA PONTE	Jardim Balneário Meia Ponte	1	1	0	0	100.0	Jardim Balneário Meia Ponte (1)			Jardim Balneário Meia Ponte (1)
74590770	SEGURO	BALNEARIO MEIA PONTE	Jardim Balneário Meia Ponte	1	1	0	0	100.0	Jardim Balneário Meia Ponte (1)			Jardim Balneário Meia Ponte (1)
74591003	SEGURO	RESIDENCIAL BALNEARIO 2	Residencial Balneário 2	1	1	0	0	100.0	Residencial Balneário 2 (1)			Residencial Balneário 2 (1)
74593210	SEGURO	BALNEARIO MEIA PONTE	Jardim Balneário Meia Ponte	1	1	0	0	100.0	Jardim Balneário Meia Ponte (1)			Jardim Balneário Meia Ponte (1)
74593270	SEGURO	DAS NACOES	Parque das Nações	1	1	0	0	100.0	Parque das Nações (1)			Parque das Nações (1)
74594102	SEGURO	RESIDENCIAL BARRAVENTO	Residencial Barravento	1	1	0	0	100.0	Residencial Barravento (1)			Residencial Barravento (1)
74594124	SEGURO	RESIDENCIAL BARRAVENTO	Residencial Barravento	1	1	0	0	100.0	Residencial Barravento (1)			Residencial Barravento (1)
74594151	SEGURO	BELVEDERE	Jardim Belvedere	1	1	0	0	100.0	Jardim Belvedere (1)			Jardim Belvedere (1)
74594330	SEGURO	RESIDENCIAL JOSE VIANDELI	Residencial Jose Viandeli	1	1	0	0	100.0	Residencial Jose Viandeli (1)			Residencial Jose Viandeli (1)
74595110	SEGURO	RESIDENCIAL MARIA LOURENCA	Residencial Maria Lourença	1	1	0	0	100.0	Residencial Maria Lourença (1)			Residencial Maria Lourença (1)
74605020	SEGURO	LESTE UNIVERSITARIO	SETOR LESTE UNIVERSITÁRIO	1	1	0	0	100.0	SETOR LESTE UNIVERSITÁRIO (1)			SETOR LESTE UNIVERSITÁRIO (1)
74620050	SEGURO	MORAIS	VILA MORAIS	3	3	0	0	100.0	VILA MORAIS (3)			VILA MORAIS (3)
74620060	SEGURO	MORAIS	VILA MORAIS	4	4	0	0	100.0	VILA MORAIS (4)			VILA MORAIS (4)
74620170	SEGURO	MORAIS	Vila Morais	1	1	0	0	100.0	Vila Morais (1)			Vila Morais (1)
74620190	SEGURO	MORAIS	VILA MORAIS	2	2	0	0	100.0	VILA MORAIS (2)			VILA MORAIS (2)
74620220	SEGURO	MORAIS	VILA MORAIS	3	3	0	0	100.0	VILA MORAIS (3)			VILA MORAIS (3)
74620230	SEGURO	MORAIS	VILA MORAIS	7	7	0	0	100.0	VILA MORAIS (7)			VILA MORAIS (7)
74620250	SEGURO	MORAIS	VILA MORAIS	1	1	0	0	100.0	VILA MORAIS (1)			VILA MORAIS (1)
74620260	SEGURO	MORAIS	VILA MORAIS	1	1	0	0	100.0	VILA MORAIS (1)			VILA MORAIS (1)
74620270	SEGURO	MORAIS	VILA MORAIS	1	1	0	0	100.0	VILA MORAIS (1)			VILA MORAIS (1)
74620280	SEGURO	MORAIS	VILA MORAIS	3	3	0	0	66.67	VILA MORAIS (2) | Vila Morais (1)			VILA MORAIS (2) | Vila Morais (1)
74620300	SEGURO	MORAIS	VILA MORAIS	1	1	0	0	100.0	VILA MORAIS (1)			VILA MORAIS (1)
74620310	SEGURO	MORAIS	VILA MORAIS	1	1	0	0	100.0	VILA MORAIS (1)			VILA MORAIS (1)
74620320	SEGURO	MORAIS	VILA MORAIS	7	7	0	0	85.71	VILA MORAIS (6) | Vila Morais (1)			VILA MORAIS (6) | Vila Morais (1)
74620330	SEGURO	MORAIS	VILA MORAIS	4	4	0	0	100.0	VILA MORAIS (4)			VILA MORAIS (4)
74620365	SEGURO	MORAIS	VILA MORAIS	1	1	0	0	100.0	VILA MORAIS (1)			VILA MORAIS (1)
