cep	clientes	status	bairro_padrao_gravacao	familias	motivo
74705015	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74705020	9	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (6) | Jardim Novo Mundo (3)	Todas as variantes pertencem à mesma família
74705040	3	SEGURO	Jardim Novo Mundo	Jardim Novo Mundo (2) | JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74705050	15	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (14) | JARDIM  NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74705070	5	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (5)	Todas as variantes pertencem à mesma família
74705080	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74705100	7	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (7)	Todas as variantes pertencem à mesma família
74705110	6	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (5) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74705120	4	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2) | Jardim Novo Mundo (2)	Todas as variantes pertencem à mesma família
74705130	6	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (5) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74705140	14	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (10) | Jardim Novo Mundo (4)	Todas as variantes pertencem à mesma família
74705150	17	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (16) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74705160	4	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (3) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74705170	16	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (12) | Jardim Novo Mundo (4)	Todas as variantes pertencem à mesma família
74705180	5	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (4) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74705190	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74705200	3	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (3)	Todas as variantes pertencem à mesma família
74705210	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74705220	9	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (8) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74705230	3	SEGURO	Jardim Novo Mundo	Jardim Novo Mundo (2) | JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74705240	7	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (4) | Jardim Novo Mundo (2) | JD. NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74705250	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74705270	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74705280	4	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (4)	Todas as variantes pertencem à mesma família
74705290	3	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (3)	Todas as variantes pertencem à mesma família
74705300	3	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74705310	1	SEGURO	Jardim Novo Mundo	Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74705340	3	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (3)	Todas as variantes pertencem à mesma família
74710010	23	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (18) | Jardim Novo Mundo (5)	Todas as variantes pertencem à mesma família
74710040	3	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (3)	Todas as variantes pertencem à mesma família
74710050	16	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (14) | Jardim Novo Mundo (2)	Todas as variantes pertencem à mesma família
74710060	13	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (10) | Jardim Novo Mundo (3)	Todas as variantes pertencem à mesma família
74710070	12	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (9) | Jardim Novo Mundo (3)	Todas as variantes pertencem à mesma família
74710080	8	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (7) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74710090	4	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (4)	Todas as variantes pertencem à mesma família
74710100	4	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (3) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74710110	9	REVISAR	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (7) | Jardim Novo Mundo (1) || JARDIM EMANUELE (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74710120	4	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (3) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74710130	8	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (7) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74710140	3	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74710160	4	BLOQUEADO		JARDIM NOVO MUNDO (3) || VILA MARIA LUIZA (1)	CEP possui famílias de bairros estruturalmente distintas
74710170	1	SEGURO	Jardim Novo Mundo	Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74710180	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74710200	7	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (7)	Todas as variantes pertencem à mesma família
74710210	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74710220	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74710230	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74710240	13	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (11) | JARDIM  NOVO MUNDO (1) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74710250	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74710260	115	REVISAR	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (106) | Jardim Novo Mundo (5) || JARDIM NOVO MUNDO 3 (1) || RESID. EMANUELLI / JARDIM NOVO MUNDO (1) || JARDIM EMANUELI (1) || JD. EMANUELLE / NOVO MUNDO (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74710263	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74710264	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74710265	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74710267	3	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (3)	Todas as variantes pertencem à mesma família
74710268	1	SEGURO	Jardim novo mundo	Jardim novo mundo (1)	Todas as variantes pertencem à mesma família
74710302	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74710304	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74710320	4	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (4)	Todas as variantes pertencem à mesma família
74710360	15	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (11) | Jardim Novo Mundo (3) | JARDIM  NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74710370	1	SEGURO	Jardim Novo Mundo	Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74710375	1	SEGURO	Jardim Novo Mundo	Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74710380	6	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (6)	Todas as variantes pertencem à mesma família
74710400	8	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (7) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74710420	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74710430	1	SEGURO	Jardim Novo Mundo	Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74710450	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74710460	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74710470	7	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (7)	Todas as variantes pertencem à mesma família
74711010	2	SEGURO	VILA BANDEIRANTES	VILA BANDEIRANTES (2)	Todas as variantes pertencem à mesma família
74711020	3	BLOQUEADO		VILA BANDEIRANTE (2) || JARDIM NOVO MUNDO (1)	CEP possui famílias de bairros estruturalmente distintas
74711040	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74711507	1	SEGURO	ÁGUA BRANCA	ÁGUA BRANCA (1)	Todas as variantes pertencem à mesma família
74713080	1	SEGURO	VILA ROMANA	VILA ROMANA (1)	Todas as variantes pertencem à mesma família
74713110	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74713189	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74713190	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74713200	8	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (8)	Todas as variantes pertencem à mesma família
74713210	17	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (16) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74713240	5	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (4) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74713250	8	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (6) | Jardim Novo Mundo (2)	Todas as variantes pertencem à mesma família
74713280	6	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (6)	Todas as variantes pertencem à mesma família
74713290	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74713300	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74713330	3	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74713360	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74713380	3	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (3)	Todas as variantes pertencem à mesma família
74713390	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74713420	6	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (6)	Todas as variantes pertencem à mesma família
74713440	7	REVISAR	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (5) | Jardim Novo Mundo (1) || RESIDENCIAL JARDIM EMANUELE (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74715010	5	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (5)	Todas as variantes pertencem à mesma família
74715020	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715040	7	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (5) | Jardim Novo Mundo (2)	Todas as variantes pertencem à mesma família
74715060	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74715070	1	SEGURO	Jardim Novo Mundo	Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74715080	5	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (4) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74715100	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715110	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715120	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715130	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715140	5	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (4) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74715160	10	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (7) | Jardim Novo Mundo (3)	Todas as variantes pertencem à mesma família
74715170	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715190	1	SEGURO	JARDIM CALIFORNIA	JARDIM CALIFORNIA (1)	Todas as variantes pertencem à mesma família
74715200	1	SEGURO	Jardim Novo Mundo	Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74715210	4	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (3) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74715230	3	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74715240	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74715250	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74715260	8	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (7) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74715270	4	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2) | Jardim Novo Mundo (2)	Todas as variantes pertencem à mesma família
74715280	3	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (3)	Todas as variantes pertencem à mesma família
74715300	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715310	1	SEGURO	Jardim Novo Mundo	Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74715320	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715340	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74715370	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715380	6	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (6)	Todas as variantes pertencem à mesma família
74715400	5	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (5)	Todas as variantes pertencem à mesma família
74715410	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715415	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715420	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715430	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74715440	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74715450	1	SEGURO	Jardim Novo Mundo	Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74715470	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715480	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74715490	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74715500	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715550	7	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (4) | Jardim Novo Mundo (3)	Todas as variantes pertencem à mesma família
74715560	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74715580	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74715590	9	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (6) | Jardim Novo Mundo (3)	Todas as variantes pertencem à mesma família
74715640	1	SEGURO	Jardim Novo Mundo	Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74720140	3	SEGURO	VILA MARIA LUIZA	VILA MARIA LUIZA (3)	Todas as variantes pertencem à mesma família
74720160	2	SEGURO	VILA MARIA LUIZA	VILA MARIA LUIZA (2)	Todas as variantes pertencem à mesma família
74720170	1	SEGURO	VILA MARIA LUIZ	VILA MARIA LUIZ (1)	Todas as variantes pertencem à mesma família
74720180	2	SEGURO	VILA MARIA LUIZA	VILA MARIA LUIZA (2)	Todas as variantes pertencem à mesma família
74720200	5	BLOQUEADO		VILA MARIA LUIZA (4) || MARIA LUIZA (1)	CEP possui famílias de bairros estruturalmente distintas
74720210	4	SEGURO	VILA MARIA LUIZA	VILA MARIA LUIZA (3) | Vila Maria Luiza (1)	Todas as variantes pertencem à mesma família
74720220	1	SEGURO	VILA MARIA LUIZA	VILA MARIA LUIZA (1)	Todas as variantes pertencem à mesma família
74720240	2	SEGURO	VILA MARIA LUIZA	VILA MARIA LUIZA (2)	Todas as variantes pertencem à mesma família
74720250	3	SEGURO	VILA MARIA LUIZA	VILA MARIA LUIZA (3)	Todas as variantes pertencem à mesma família
74720260	5	SEGURO	VILA MARIA LUIZA	VILA MARIA LUIZA (4) | Vila Maria Luiza (1)	Todas as variantes pertencem à mesma família
74720280	5	SEGURO	VILA MARIA LUIZA	VILA MARIA LUIZA (5)	Todas as variantes pertencem à mesma família
74723010	3	SEGURO	ÁGUA BRANCA	ÁGUA BRANCA (3)	Todas as variantes pertencem à mesma família
74723035	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74723060	1	SEGURO	AGUA BRANCA	AGUA BRANCA (1)	Todas as variantes pertencem à mesma família
74723100	2	BLOQUEADO		JARDIM BRASIL (1) || ÁGUA BRANCA (1)	CEP possui famílias de bairros estruturalmente distintas
74723110	2	SEGURO	AGUA BRANCA	AGUA BRANCA (1) | ÁGUA BRANCA (1)	Todas as variantes pertencem à mesma família
74723150	1	SEGURO	Água Branca	Água Branca (1)	Todas as variantes pertencem à mesma família
74723180	1	SEGURO	ÁGUA BRANCA	ÁGUA BRANCA (1)	Todas as variantes pertencem à mesma família
74723190	1	SEGURO	ÁGUA BRANCA	ÁGUA BRANCA (1)	Todas as variantes pertencem à mesma família
74723200	3	SEGURO	ÁGUA BRANCA	ÁGUA BRANCA (3)	Todas as variantes pertencem à mesma família
74723210	1	SEGURO	AGUA BRANCA	AGUA BRANCA (1)	Todas as variantes pertencem à mesma família
74723230	2	SEGURO	ÁGUA BRANCA	ÁGUA BRANCA (1) | Água Branca (1)	Todas as variantes pertencem à mesma família
74723240	1	SEGURO	ÁGUA BRANCA	ÁGUA BRANCA (1)	Todas as variantes pertencem à mesma família
74723270	1	SEGURO	ÁGUA BRANCA	ÁGUA BRANCA (1)	Todas as variantes pertencem à mesma família
74723280	1	SEGURO	AGUA BRANCA	AGUA BRANCA (1)	Todas as variantes pertencem à mesma família
74723290	9	SEGURO	ÁGUA BRANCA	ÁGUA BRANCA (6) | AGUA BRANCA (2) | Água Branca (1)	Todas as variantes pertencem à mesma família
74723300	3	SEGURO	ÁGUA BRANCA	ÁGUA BRANCA (2) | AGUA BRANCA (1)	Todas as variantes pertencem à mesma família
74723310	1	SEGURO	ÁGUA BRANCA	ÁGUA BRANCA (1)	Todas as variantes pertencem à mesma família
74723330	3	SEGURO	ÁGUA BRANCA	ÁGUA BRANCA (2) | AGUA BRANCA (1)	Todas as variantes pertencem à mesma família
74723350	2	SEGURO	AGUA BRANCA	AGUA BRANCA (1) | ÁGUA BRANCA (1)	Todas as variantes pertencem à mesma família
74730110	1	SEGURO	CONJUNTO RIVIERA	CONJUNTO RIVIERA (1)	Todas as variantes pertencem à mesma família
74730120	3	SEGURO	Conjunto Riviera	Conjunto Riviera (2) | CONJUNTO RIVIERA (1)	Todas as variantes pertencem à mesma família
74730130	1	SEGURO	Conjunto Riviera	Conjunto Riviera (1)	Todas as variantes pertencem à mesma família
74730140	2	BLOQUEADO		CONJUNTO RIVIEIRA (1) || CONJUNTO RIVIERA (1)	CEP possui famílias de bairros estruturalmente distintas
74730150	1	SEGURO	CONJUNTO RIVIERA	CONJUNTO RIVIERA (1)	Todas as variantes pertencem à mesma família
74730200	1	SEGURO	CONJUNTO RIVIERA	CONJUNTO RIVIERA (1)	Todas as variantes pertencem à mesma família
74730210	1	SEGURO	Conjunto Riviera	Conjunto Riviera (1)	Todas as variantes pertencem à mesma família
74730250	2	SEGURO	CONJUNTO RIVIERA	CONJUNTO RIVIERA (1) | Conjunto Riviera (1)	Todas as variantes pertencem à mesma família
74730270	2	SEGURO	CONJUNTO RIVIERA	CONJUNTO RIVIERA (2)	Todas as variantes pertencem à mesma família
74730280	1	SEGURO	CONJUNTO RIVIERA	CONJUNTO RIVIERA (1)	Todas as variantes pertencem à mesma família
74730290	1	SEGURO	CONJUNTO RIVIERA	CONJUNTO RIVIERA (1)	Todas as variantes pertencem à mesma família
74730320	2	SEGURO	Jardim Brasil	Jardim Brasil (1) | JARDIM BRASIL (1)	Todas as variantes pertencem à mesma família
