cep	status	bairro_sugerido	bairro_principal_original	clientes_total	clientes_principal	clientes_a_alterar	percentual_principal	familias	variacoes
74580550	SEGURO	PROGRESSO	SETOR PROGRESSO	3	3	0	100.0	1	SETOR PROGRESSO (3)
74580560	SEGURO	PROGRESSO	SETOR PROGRESSO	3	3	0	100.0	1	SETOR PROGRESSO (3)
74580570	SEGURO	PROGRESSO	SETOR PROGRESSO	7	7	0	100.0	1	SETOR PROGRESSO (7)
74580580	SEGURO	PROGRESSO	SETOR PROGRESSO	2	1	1	100.0	1	SETOR PROGRESSO (1) | Setor Progresso (1)
74580590	SEGURO	PERIM	SETOR PERIM	1	1	0	100.0	1	SETOR PERIM (1)
74580600	SEGURO	PROGRESSO	SETOR PROGRESSO	5	4	1	100.0	1	SETOR PROGRESSO (4) | Setor Progresso (1)
74580610	SEGURO	PROGRESSO	SETOR PROGRESSO	4	4	0	100.0	1	SETOR PROGRESSO (4)
74580620	SEGURO	PROGRESSO	SETOR PROGRESSO	1	1	0	100.0	1	SETOR PROGRESSO (1)
74580650	SEGURO	PROGRESSO	SETOR PROGRESSO	1	1	0	100.0	1	SETOR PROGRESSO (1)
74580660	SEGURO	PROGRESSO	SETOR PROGRESSO	8	7	1	100.0	1	SETOR PROGRESSO (7) | Setor Progresso (1)
74580690	SEGURO	PROGRESSO	SETOR PROGRESSO	3	3	0	100.0	1	SETOR PROGRESSO (3)
74580710	SEGURO	PROGRESSO	SETOR PROGRESSO	4	3	1	100.0	1	SETOR PROGRESSO (3) | Setor Progresso (1)
74580740	SEGURO	PROGRESSO	SETOR PROGRESSO	5	3	2	100.0	1	SETOR PROGRESSO (3) | Setor Progresso (2)
74580760	SEGURO	RESIDENCIAL ITAMARACA	RESIDENCIAL ITAMARACA	2	1	1	100.0	1	RESIDENCIAL ITAMARACA (1) | RESIDENCIAL ITAMARACÁ (1)
74580761	SEGURO	RESIDENCIAL ITAMARACA	Residencial Itamaracá	1	1	0	100.0	1	Residencial Itamaracá (1)
74580765	SEGURO	RESIDENCIAL ITAMARACA	Residencial Itamaracá	3	2	1	100.0	1	Residencial Itamaracá (2) | RESIDENCIAL ITAMARACÁ (1)
74580766	SEGURO	RESIDENCIAL ITAMARACA	Residencial Itamaracá	1	1	0	100.0	1	Residencial Itamaracá (1)
74580790	SEGURO	RESIDENCIAL ITAMARACA	RESIDENCIAL ITAMARACÁ	1	1	0	100.0	1	RESIDENCIAL ITAMARACÁ (1)
74580795	SEGURO	RESIDENCIAL ITAMARACA	Residencial Itamaracá	1	1	0	100.0	1	Residencial Itamaracá (1)
74580800	SEGURO	PERIM	SETOR PERIM	3	2	1	100.0	1	SETOR PERIM (2) | PERIM (1)
74580805	SEGURO	RESIDENCIAL ITAMARACA	RESIDENCIAL ITAMARACÁ	1	1	0	100.0	1	RESIDENCIAL ITAMARACÁ (1)
74580810	SEGURO	RESIDENCIAL ITAMARACA	RESIDENCIAL ITAMARACÁ	2	2	0	100.0	1	RESIDENCIAL ITAMARACÁ (2)
74580815	SEGURO	RESIDENCIAL ITAMARACA	RESIDENCIAL ITAMARACÁ	7	4	3	100.0	1	RESIDENCIAL ITAMARACÁ (4) | RESIDENCIAL ITAMARACA (2) | Residencial Itamaracá (1)
74580825	SEGURO	RESIDENCIAL ITAMARACA	RESIDENCIAL ITAMARACÁ	2	1	1	100.0	1	RESIDENCIAL ITAMARACÁ (1) | RESIDENCIAL ITAMARACA (1)
74580830	SEGURO	RESIDENCIAL ITAMARACA	Residencial Itamaracá	5	3	2	100.0	1	Residencial Itamaracá (3) | RESIDENCIAL ITAMARACÁ (2)
74580860	BLOQUEADO	PERIM	SETOR PERIM	5	3	2	60.0	2	SETOR PERIM (3) | SETOR PERIM CONTINUAÇÃO (2)
74583000	SEGURO	RESIDENCIAL SENADOR ALBINO BOAVENTURA	RESIDENCIAL SENADOR ALBINO BOAVENTURA	1	1	0	100.0	1	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)
74583030	SEGURO	VILA MARIA DILCE	Vila Maria Dilce	1	1	0	100.0	1	Vila Maria Dilce (1)
74583050	SEGURO	VILA MARIA DILCE	VILA MARIA DILCE	9	5	4	100.0	1	VILA MARIA DILCE (5) | Vila Maria Dilce (4)
74583055	BLOQUEADO	VILA MARIA DILCE	VILA MARIA DILCE	3	2	1	66.67	2	VILA MARIA DILCE (2) | VILA CRISTINA (1)
74583060	SEGURO	VILA MARIA DILCE	VILA MARIA DILCE	6	6	0	100.0	1	VILA MARIA DILCE (6)
74583065	SEGURO	VILA MARIA DILCE	Vila Maria Dilce	1	1	0	100.0	1	Vila Maria Dilce (1)
74583070	BLOQUEADO	MARIA DILCE	MARIA DILCE	3	1	2	33.33	3	MARIA DILCE (1) | VILA CRISTINA (1) | Vila Maria Dilce (1)
74583100	BLOQUEADO	VILA MARIA DILCE	VILA MARIA DILCE	17	12	5	94.12	2	VILA MARIA DILCE (12) | Vila Maria Dilce (4) | MARIA DILCE (1)
74583110	SEGURO	VILA MARIA DILCE	VILA MARIA DILCE	3	3	0	100.0	1	VILA MARIA DILCE (3)
74583115	SEGURO	VILA MARIA DILCE	VILA MARIA DILCE	2	1	1	100.0	1	VILA MARIA DILCE (1) | Vila Maria Dilce (1)
74583130	SEGURO	VILA MARIA DILCE	VILA MARIA DILCE	1	1	0	100.0	1	VILA MARIA DILCE (1)
74583135	SEGURO	PROGRESSO	SETOR PROGRESSO	1	1	0	100.0	1	SETOR PROGRESSO (1)
74583220	SEGURO	VILA JOAO VAZ	VILA JOÃO VAZ	1	1	0	100.0	1	VILA JOÃO VAZ (1)
74583264	SEGURO	JARDIM SANTA CECILIA	JARDIM SANTA CECÍLIA	1	1	0	100.0	1	JARDIM SANTA CECÍLIA (1)
74583285	SEGURO	EMPRESARIAL	SETOR EMPRESARIAL	1	1	0	100.0	1	SETOR EMPRESARIAL (1)
74583290	BLOQUEADO	MARABA	SETOR MARABÁ	3	1	2	66.67	2	SETOR MARABÁ (1) | SETOR MARABA (1) | SETOR NOROESTE (1)
74583298	SEGURO	RESIDENCIAL RECREIO PANORAMA	Residencial Recreio Panorama	1	1	0	100.0	1	Residencial Recreio Panorama (1)
74583350	SEGURO	EMPRESARIAL	SETOR EMPRESARIAL	7	7	0	100.0	1	SETOR EMPRESARIAL (7)
74583360	SEGURO	EMPRESARIAL	SETOR EMPRESARIAL	1	1	0	100.0	1	SETOR EMPRESARIAL (1)
74583650	SEGURO	EMPRESARIAL	SETOR EMPRESARIAL	1	1	0	100.0	1	SETOR EMPRESARIAL (1)
74583700	SEGURO	JARDIM GRAMADO	Jardim Gramado	4	2	2	100.0	1	Jardim Gramado (2) | JARDIM GRAMADO (2)
74583705	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO	5	4	1	100.0	1	JARDIM GRAMADO (4) | Jardim Gramado (1)
74583710	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO	2	2	0	100.0	1	JARDIM GRAMADO (2)
74583715	BLOQUEADO	JARDIM GRAMADO	JARDIM GRAMADO	11	8	3	81.82	3	JARDIM GRAMADO (8) | Jardim Gramado (1) | VILA CRISTINA (1) | VILA MARIA DILCE (1)
74583720	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO	6	5	1	100.0	1	JARDIM GRAMADO (5) | Jardim Gramado (1)
74583725	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO	7	7	0	100.0	1	JARDIM GRAMADO (7)
74583730	SEGURO	JARDIM GRAMADO	JARDIM  GRAMADO	1	1	0	100.0	1	JARDIM  GRAMADO (1)
74583735	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO	3	3	0	100.0	1	JARDIM GRAMADO (3)
74583750	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO	1	1	0	100.0	1	JARDIM GRAMADO (1)
74583760	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO	1	1	0	100.0	1	JARDIM GRAMADO (1)
74583765	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO	1	1	0	100.0	1	JARDIM GRAMADO (1)
74584000	SEGURO	VILA CRISTINA	VILA CRISTINA	6	5	1	100.0	1	VILA CRISTINA (5) | Vila Cristina (1)
74584010	SEGURO	VILA CRISTINA	VILA CRISTINA	2	2	0	100.0	1	VILA CRISTINA (2)
74584030	SEGURO	VILA CRISTINA	VILA CRISTINA	1	1	0	100.0	1	VILA CRISTINA (1)
74584040	SEGURO	VILA CRISTINA	VILA CRISTINA	1	1	0	100.0	1	VILA CRISTINA (1)
74584060	BLOQUEADO	VILA CRISTINA	VILA CRISTINA	3	2	1	66.67	2	VILA CRISTINA (2) | MARIA DILCE (1)
74584090	SEGURO	VILA CRISTINA	VILA CRISTINA	1	1	0	100.0	1	VILA CRISTINA (1)
74584120	BLOQUEADO	VILA CRISTINA	VILA CRISTINA	6	5	1	83.33	2	VILA CRISTINA (5) | VILA MARIA DILCE (1)
74584230	BLOQUEADO	VILA CRISTINA	VILA CRISTINA	6	4	2	66.67	2	VILA CRISTINA (4) | Vila Cristina Continuação (1) | VILA CRISTINA CONTINUAÇÃO (1)
74584235	SEGURO	VILA CRISTINA	VILA CRISTINA	3	3	0	100.0	1	VILA CRISTINA (3)
74584305	SEGURO	VILA CRISTINA EXTENSAO	VILA CRISTINA EXTENSÃO	1	1	0	100.0	1	VILA CRISTINA EXTENSÃO (1)
74584310	SEGURO	VILA CRISTINA EXTENSAO	VILA CRISTINA EXTENSÃO	2	2	0	100.0	1	VILA CRISTINA EXTENSÃO (2)
74590090	SEGURO	JARDIM BALNEARIO MEIA PONTE	JARDIM BALNEÁRIO MEIA PONTE	1	1	0	100.0	1	JARDIM BALNEÁRIO MEIA PONTE (1)
74590360	SEGURO	JARDIM BALNEARIO MEIA PONTE	JARDIM BALNEÁRIO MEIA PONTE	1	1	0	100.0	1	JARDIM BALNEÁRIO MEIA PONTE (1)
74590540	SEGURO	JARDIM BALNEARIO MEIA PONTE	Jardim Balneário Meia Ponte	1	1	0	100.0	1	Jardim Balneário Meia Ponte (1)
74590770	SEGURO	JARDIM BALNEARIO MEIA PONTE	Jardim Balneário Meia Ponte	1	1	0	100.0	1	Jardim Balneário Meia Ponte (1)
74591003	SEGURO	RESIDENCIAL BALNEARIO 2	Residencial Balneário 2	1	1	0	100.0	1	Residencial Balneário 2 (1)
74593210	SEGURO	JARDIM BALNEARIO MEIA PONTE	Jardim Balneário Meia Ponte	1	1	0	100.0	1	Jardim Balneário Meia Ponte (1)
74593270	SEGURO	PARQUE DAS NACOES	Parque das Nações	1	1	0	100.0	1	Parque das Nações (1)
74594102	SEGURO	RESIDENCIAL BARRAVENTO	Residencial Barravento	1	1	0	100.0	1	Residencial Barravento (1)
74594124	SEGURO	RESIDENCIAL BARRAVENTO	Residencial Barravento	1	1	0	100.0	1	Residencial Barravento (1)
74594151	SEGURO	JARDIM BELVEDERE	Jardim Belvedere	1	1	0	100.0	1	Jardim Belvedere (1)
74594330	SEGURO	RESIDENCIAL JOSE VIANDELI	Residencial Jose Viandeli	1	1	0	100.0	1	Residencial Jose Viandeli (1)
74595110	SEGURO	RESIDENCIAL MARIA LOURENCA	Residencial Maria Lourença	1	1	0	100.0	1	Residencial Maria Lourença (1)
74605020	SEGURO	LESTE UNIVERSITARIO	SETOR LESTE UNIVERSITÁRIO	1	1	0	100.0	1	SETOR LESTE UNIVERSITÁRIO (1)
74620050	SEGURO	VILA MORAIS	VILA MORAIS	3	3	0	100.0	1	VILA MORAIS (3)
74620060	SEGURO	VILA MORAIS	VILA MORAIS	4	4	0	100.0	1	VILA MORAIS (4)
74620170	SEGURO	VILA MORAIS	Vila Morais	1	1	0	100.0	1	Vila Morais (1)
74620190	SEGURO	VILA MORAIS	VILA MORAIS	2	2	0	100.0	1	VILA MORAIS (2)
74620220	SEGURO	VILA MORAIS	VILA MORAIS	3	3	0	100.0	1	VILA MORAIS (3)
74620230	SEGURO	VILA MORAIS	VILA MORAIS	7	7	0	100.0	1	VILA MORAIS (7)
74620250	SEGURO	VILA MORAIS	VILA MORAIS	1	1	0	100.0	1	VILA MORAIS (1)
74620260	SEGURO	VILA MORAIS	VILA MORAIS	1	1	0	100.0	1	VILA MORAIS (1)
74620270	SEGURO	VILA MORAIS	VILA MORAIS	1	1	0	100.0	1	VILA MORAIS (1)
74620280	SEGURO	VILA MORAIS	VILA MORAIS	3	2	1	100.0	1	VILA MORAIS (2) | Vila Morais (1)
74620300	SEGURO	VILA MORAIS	VILA MORAIS	1	1	0	100.0	1	VILA MORAIS (1)
74620310	SEGURO	VILA MORAIS	VILA MORAIS	1	1	0	100.0	1	VILA MORAIS (1)
74620320	SEGURO	VILA MORAIS	VILA MORAIS	7	6	1	100.0	1	VILA MORAIS (6) | Vila Morais (1)
74620330	SEGURO	VILA MORAIS	VILA MORAIS	4	4	0	100.0	1	VILA MORAIS (4)
74620365	SEGURO	VILA MORAIS	VILA MORAIS	1	1	0	100.0	1	VILA MORAIS (1)
74620375	SEGURO	VILA MORAIS	VILA MORAIS	6	6	0	100.0	1	VILA MORAIS (6)
74620400	SEGURO	VILA MORAIS	VILA MORAIS	3	2	1	100.0	1	VILA MORAIS (2) | Vila Morais (1)
74620410	SEGURO	VILA MORAIS	VILA MORAIS	1	1	0	100.0	1	VILA MORAIS (1)
74630134	SEGURO	JARDIM NOVA ESPERANCA	JARDIM NOVA ESPERANÇA	1	1	0	100.0	1	JARDIM NOVA ESPERANÇA (1)
74635100	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74645527	SEGURO	MARABA	SETOR MARABÁ	1	1	0	100.0	1	SETOR MARABÁ (1)
74655150	SEGURO	VILA MONTICELLI	VILA MONTICELLI	1	1	0	100.0	1	VILA MONTICELLI (1)
74675380	SEGURO	RESIDENCIAL ANGLO	RESIDENCIAL ANGLO	1	1	0	100.0	1	RESIDENCIAL ANGLO (1)
74675400	SEGURO	JARDIM NOVA ESPERANCA	JARDIM NOVA ESPERANÇA	1	1	0	100.0	1	JARDIM NOVA ESPERANÇA (1)
74680130	SEGURO	JARDIM COLORADO	JARDIM COLORADO	1	1	0	100.0	1	JARDIM COLORADO (1)
74700170	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74703010	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	2	2	0	100.0	1	JARDIM NOVO MUNDO (2)
74703020	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	12	11	1	100.0	1	JARDIM NOVO MUNDO (11) | Jardim Novo Mundo (1)
74703030	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	2	2	0	100.0	1	JARDIM NOVO MUNDO (2)
74703060	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	4	4	0	100.0	1	JARDIM NOVO MUNDO (4)
74703070	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	2	2	0	100.0	1	JARDIM NOVO MUNDO (2)
74703080	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	4	4	0	100.0	1	JARDIM NOVO MUNDO (4)
74703100	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	3	3	0	100.0	1	JARDIM NOVO MUNDO (3)
74703118	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74703140	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	2	2	0	100.0	1	JARDIM NOVO MUNDO (2)
74703210	SEGURO	VILA MARTINS	VILA MARTINS	1	1	0	100.0	1	VILA MARTINS (1)
74703220	SEGURO	VILA MARTINS	VILA MARTINS	3	3	0	100.0	1	VILA MARTINS (3)
74703230	SEGURO	VILA MARTINS	VILA MARTINS	1	1	0	100.0	1	VILA MARTINS (1)
74703300	SEGURO	JARDIM CALIFORNIA PARQUE INDUSTRIAL	JARDIM CALIFÓRNIA PARQUE INDUSTRIAL	1	1	0	100.0	1	JARDIM CALIFÓRNIA PARQUE INDUSTRIAL (1)
74705010	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	7	4	3	100.0	1	JARDIM NOVO MUNDO (4) | Jardim Novo Mundo (3)
74705015	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74705020	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	9	6	3	100.0	1	JARDIM NOVO MUNDO (6) | Jardim Novo Mundo (3)
74705040	SEGURO	JARDIM NOVO MUNDO	Jardim Novo Mundo	3	2	1	100.0	1	Jardim Novo Mundo (2) | JARDIM NOVO MUNDO (1)
74705050	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	15	14	1	100.0	1	JARDIM NOVO MUNDO (14) | JARDIM  NOVO MUNDO (1)
74705070	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	5	5	0	100.0	1	JARDIM NOVO MUNDO (5)
74705080	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	2	2	0	100.0	1	JARDIM NOVO MUNDO (2)
74705100	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	7	7	0	100.0	1	JARDIM NOVO MUNDO (7)
74705110	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	6	5	1	100.0	1	JARDIM NOVO MUNDO (5) | Jardim Novo Mundo (1)
74705120	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	4	2	2	100.0	1	JARDIM NOVO MUNDO (2) | Jardim Novo Mundo (2)
74705130	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	6	5	1	100.0	1	JARDIM NOVO MUNDO (5) | Jardim Novo Mundo (1)
74705140	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	14	10	4	100.0	1	JARDIM NOVO MUNDO (10) | Jardim Novo Mundo (4)
74705150	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	17	16	1	100.0	1	JARDIM NOVO MUNDO (16) | Jardim Novo Mundo (1)
74705160	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	4	3	1	100.0	1	JARDIM NOVO MUNDO (3) | Jardim Novo Mundo (1)
74705170	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	16	12	4	100.0	1	JARDIM NOVO MUNDO (12) | Jardim Novo Mundo (4)
74705180	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	5	4	1	100.0	1	JARDIM NOVO MUNDO (4) | Jardim Novo Mundo (1)
74705190	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74705200	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	3	3	0	100.0	1	JARDIM NOVO MUNDO (3)
74705210	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74705220	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	9	8	1	100.0	1	JARDIM NOVO MUNDO (8) | Jardim Novo Mundo (1)
74705230	SEGURO	JARDIM NOVO MUNDO	Jardim Novo Mundo	3	2	1	100.0	1	Jardim Novo Mundo (2) | JARDIM NOVO MUNDO (1)
74705240	BLOQUEADO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	7	4	3	85.71	2	JARDIM NOVO MUNDO (4) | Jardim Novo Mundo (2) | JD. NOVO MUNDO (1)
74705250	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74705270	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74705280	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	4	4	0	100.0	1	JARDIM NOVO MUNDO (4)
74705290	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	3	3	0	100.0	1	JARDIM NOVO MUNDO (3)
74705300	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	3	2	1	100.0	1	JARDIM NOVO MUNDO (2) | Jardim Novo Mundo (1)
74705310	SEGURO	JARDIM NOVO MUNDO	Jardim Novo Mundo	1	1	0	100.0	1	Jardim Novo Mundo (1)
74705340	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	3	3	0	100.0	1	JARDIM NOVO MUNDO (3)
74710010	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	23	18	5	100.0	1	JARDIM NOVO MUNDO (18) | Jardim Novo Mundo (5)
74710040	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	3	3	0	100.0	1	JARDIM NOVO MUNDO (3)
74710050	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	16	14	2	100.0	1	JARDIM NOVO MUNDO (14) | Jardim Novo Mundo (2)
74710060	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	13	10	3	100.0	1	JARDIM NOVO MUNDO (10) | Jardim Novo Mundo (3)
74710070	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	12	9	3	100.0	1	JARDIM NOVO MUNDO (9) | Jardim Novo Mundo (3)
74710080	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	8	7	1	100.0	1	JARDIM NOVO MUNDO (7) | Jardim Novo Mundo (1)
74710090	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	4	4	0	100.0	1	JARDIM NOVO MUNDO (4)
74710100	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	4	3	1	100.0	1	JARDIM NOVO MUNDO (3) | Jardim Novo Mundo (1)
74710110	BLOQUEADO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	9	7	2	88.89	2	JARDIM NOVO MUNDO (7) | JARDIM EMANUELE (1) | Jardim Novo Mundo (1)
74710120	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	4	3	1	100.0	1	JARDIM NOVO MUNDO (3) | Jardim Novo Mundo (1)
74710130	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	8	7	1	100.0	1	JARDIM NOVO MUNDO (7) | Jardim Novo Mundo (1)
74710140	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	3	2	1	100.0	1	JARDIM NOVO MUNDO (2) | Jardim Novo Mundo (1)
74710160	BLOQUEADO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	4	3	1	75.0	2	JARDIM NOVO MUNDO (3) | VILA MARIA LUIZA (1)
74710170	SEGURO	JARDIM NOVO MUNDO	Jardim Novo Mundo	1	1	0	100.0	1	Jardim Novo Mundo (1)
74710180	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74710200	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	7	7	0	100.0	1	JARDIM NOVO MUNDO (7)
74710210	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	2	2	0	100.0	1	JARDIM NOVO MUNDO (2)
74710220	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	2	2	0	100.0	1	JARDIM NOVO MUNDO (2)
74710230	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	2	2	0	100.0	1	JARDIM NOVO MUNDO (2)
74710240	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	13	11	2	100.0	1	JARDIM NOVO MUNDO (11) | JARDIM  NOVO MUNDO (1) | Jardim Novo Mundo (1)
74710250	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	2	2	0	100.0	1	JARDIM NOVO MUNDO (2)
74710260	REVISAR	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	115	106	9	96.52	5	JARDIM NOVO MUNDO (106) | Jardim Novo Mundo (5) | JARDIM EMANUELI (1) | JARDIM NOVO MUNDO 3 (1) | JD. EMANUELLE / NOVO MUNDO (1) | RESID. EMANUELLI / JARDIM NOVO MUNDO (1)
74710263	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74710264	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74710265	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74710267	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	3	3	0	100.0	1	JARDIM NOVO MUNDO (3)
74710268	SEGURO	JARDIM NOVO MUNDO	Jardim novo mundo	1	1	0	100.0	1	Jardim novo mundo (1)
74710302	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74710304	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	2	2	0	100.0	1	JARDIM NOVO MUNDO (2)
74710320	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	4	4	0	100.0	1	JARDIM NOVO MUNDO (4)
74710360	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	15	11	4	100.0	1	JARDIM NOVO MUNDO (11) | Jardim Novo Mundo (3) | JARDIM  NOVO MUNDO (1)
74710370	SEGURO	JARDIM NOVO MUNDO	Jardim Novo Mundo	1	1	0	100.0	1	Jardim Novo Mundo (1)
74710375	SEGURO	JARDIM NOVO MUNDO	Jardim Novo Mundo	1	1	0	100.0	1	Jardim Novo Mundo (1)
74710380	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	6	6	0	100.0	1	JARDIM NOVO MUNDO (6)
74710400	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	8	7	1	100.0	1	JARDIM NOVO MUNDO (7) | Jardim Novo Mundo (1)
74710420	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74710430	SEGURO	JARDIM NOVO MUNDO	Jardim Novo Mundo	1	1	0	100.0	1	Jardim Novo Mundo (1)
74710450	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	2	1	1	100.0	1	JARDIM NOVO MUNDO (1) | Jardim Novo Mundo (1)
74710460	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74710470	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	7	7	0	100.0	1	JARDIM NOVO MUNDO (7)
74711010	SEGURO	VILA BANDEIRANTES	VILA BANDEIRANTES	2	2	0	100.0	1	VILA BANDEIRANTES (2)
74711020	BLOQUEADO	VILA BANDEIRANTE	VILA BANDEIRANTE	3	2	1	66.67	2	VILA BANDEIRANTE (2) | JARDIM NOVO MUNDO (1)
74711040	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
74711507	SEGURO	AGUA BRANCA	ÁGUA BRANCA	1	1	0	100.0	1	ÁGUA BRANCA (1)
74713080	SEGURO	VILA ROMANA	VILA ROMANA	1	1	0	100.0	1	VILA ROMANA (1)
74713110	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	1	1	0	100.0	1	JARDIM NOVO MUNDO (1)
